objective,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,random_state,r2_fold,mse_fold,accuracy_fold,precision_fold,recall_fold,f1_fold,auc_fold,mse_test,r2_test,accuracy_test,precision_test,recall_test,f1_test,auc_test,mean_r2
reg:squarederror,93,0.05545301159015652,5,0.9606554513528648,0.8146420111432017,3,0.01780005292574287,42,0.4216191367312178,0.06017469037240122,0.7622585438335809,0.7519976542586239,0.7203453453453453,0.7352755907787051,0.8345758803461146,0.05090476847026824,0.5078769325879398,0.793939393939394,0.7906137184115524,0.7373737373737373,0.7630662020905923,0.8849931825138436,0.4216191367312178
reg:squarederror,80,0.07093712998471649,4,0.8808899578568801,0.8932571150967286,4,0.02647295431510864,42,0.42512150185820513,0.05982135830004825,0.7652303120356612,0.7561057050738825,0.7229997854997855,0.7385827316889245,0.8361446160804086,0.05085399058019041,0.5083678290554564,0.7848484848484848,0.7818181818181819,0.7239057239057239,0.7517482517482518,0.8803647123206352,0.42512150185820513
reg:squarederror,102,0.05651072231115461,6,0.9544275769798358,0.8346382694469486,5,0.1971343433750825,42,0.4118030849221567,0.06121364910889652,0.763744427934621,0.7528689151993339,0.7239918489918491,0.7374269734967226,0.8332379240941096,0.05198898227872319,0.4973952696478754,0.8015151515151515,0.7943262411347518,0.7542087542087542,0.7737478411053541,0.8833328695587649,0.4118030849221567
reg:squarederror,120,0.08812128477094106,4,0.9205018966614702,0.8010531397796059,3,0.05393167418005816,42,0.4293833353188366,0.0593844166098258,0.7647350173353145,0.7537694126475691,0.7245817245817245,0.7382230909843485,0.8401109360704675,0.051557722990373714,0.5015644791386611,0.7954545454545454,0.7832167832167832,0.7542087542087542,0.7684391080617495,0.88602276205582,0.4293833353188366
reg:squarederror,122,0.09133564381737909,4,0.9137070034445848,0.8023149720941963,3,0.08727925467578584,42,0.4185511639903052,0.06050712438177222,0.7657256067360079,0.7586550578336443,0.7197554697554697,0.7378361504565926,0.8341887685679255,0.05089681502374292,0.5079538227225608,0.7924242424242425,0.7836879432624113,0.7441077441077442,0.7633851468048359,0.8838151951099611,0.4185511639903052
reg:squarederror,117,0.0970280074616052,4,0.8704638764095161,0.8120623271639741,2,0.05802772896982375,42,0.4147404543041355,0.06092632943222174,0.7597820703318474,0.7564524138265146,0.7047940797940798,0.7289405161531185,0.8334570467359786,0.049652203960854034,0.5199861299584067,0.7878787878787878,0.775438596491228,0.7441077441077442,0.7594501718213058,0.8878593093469127,0.4147404543041355
reg:squarederror,107,0.07891849482267264,4,0.9214401967703055,0.842608693920119,3,0.010853022666658253,42,0.4294141827514945,0.059394028080954835,0.7691926696384348,0.7600985314965317,0.7284963534963534,0.7432770355878032,0.8411106343867522,0.0509813585953955,0.5071364957203579,0.7863636363636364,0.776595744680851,0.7373737373737373,0.7564766839378239,0.882924747938522,0.4294141827514945
reg:squarederror,106,0.08675302821650173,4,0.9233349245520986,0.8427916344084577,3,0.010509783700648286,42,0.429246681123431,0.05936645417150649,0.7691926696384348,0.7609255018028493,0.7258419133419133,0.7425415390297258,0.8390055202254629,0.05180087470215322,0.49921380414605565,0.7818181818181819,0.7722419928825622,0.7306397306397306,0.7508650519031141,0.8787786032965097,0.429246681123431
reg:squarederror,113,0.08644677040461657,4,0.9026512035210024,0.8494581823285612,3,0.013110161256789469,42,0.4184398108591054,0.06052643444969121,0.767211490837048,0.7551194546060224,0.731472543972544,0.7426137897815681,0.833564417769626,0.04915766555125638,0.5247670918682211,0.796969696969697,0.7900355871886121,0.7474747474747475,0.7681660899653979,0.885846527719806,0.4184398108591054
reg:squarederror,106,0.08715976947652782,4,0.9236273369956055,0.8421902920129927,3,0.008833218921534715,42,0.4252233951629452,0.05979889901770313,0.7686973749380881,0.7590492089854787,0.7290862290862291,0.7431604577227846,0.8378854433737786,0.05047223668310487,0.5120584439914613,0.793939393939394,0.7747440273037542,0.7643097643097643,0.7694915254237288,0.8837409911790077,0.4252233951629452
reg:squarederror,125,0.10113130229197628,4,0.9443172789750132,0.8353863909914248,3,0.0049545782744129,42,0.4209832563680549,0.06024472655890633,0.7662209014363546,0.7588725282579823,0.7188170313170312,0.738009355163468,0.8362454110816947,0.05087908385946413,0.5081252391775588,0.7954545454545454,0.7872340425531915,0.7474747474747475,0.7668393782383419,0.8798452848039625,0.4209832563680549
reg:squarederror,119,0.07945699400807109,4,0.8868670985485064,0.8688851012466917,3,0.12197339176962385,42,0.4230674731945084,0.060040684030201553,0.7647350173353145,0.7581786845582416,0.7175032175032175,0.7364312182614619,0.8377482054193403,0.05058993970778686,0.5109205471835423,0.793939393939394,0.7824561403508772,0.7508417508417509,0.7663230240549829,0.8862360983573105,0.4230674731945084
reg:squarederror,115,0.07415625461499642,4,0.9120729190640184,0.9528902676449866,3,0.04422980067740029,42,0.42205627864759493,0.060156557587513336,0.7657256067360079,0.7610325198161473,0.7147147147147148,0.7364198328584294,0.8365768819442206,0.050103379815772335,0.5156243765836843,0.7954545454545454,0.7852112676056338,0.7508417508417509,0.7676419965576592,0.8856331914183153,0.42205627864759493
reg:squarederror,86,0.12757685202780933,4,0.9250832392334198,0.851436767853925,3,0.0013225296009507226,42,0.4096851774845476,0.06142277443103805,0.7553244180287271,0.7448398684887095,0.7112022737022737,0.7270058433101791,0.8320385131945042,0.05183122560386296,0.49892038607743516,0.806060606060606,0.7903780068728522,0.7744107744107744,0.782312925170068,0.8815241487417796,0.4096851774845476
reg:squarederror,131,0.09003975143695785,4,0.9036144930051496,0.8005412182678477,2,0.023475660931935337,42,0.4214865387771148,0.06021441758329488,0.7597820703318474,0.7485630818924568,0.7187634062634062,0.7326955814253627,0.835800062585594,0.049845032055029534,0.518121959743306,0.7954545454545454,0.7832167832167832,0.7542087542087542,0.7684391080617495,0.8883601858808471,0.4214865387771148
reg:squarederror,104,0.10333708600934448,4,0.8117227810170469,0.9153682382865059,2,0.03524083027445658,42,0.41241254589002607,0.06114617461923679,0.7558197127290738,0.7467564661192112,0.7094862719862719,0.7273624187752766,0.8303789781969461,0.05131527757856308,0.5039083259594145,0.7833333333333333,0.7655172413793103,0.7474747474747475,0.7563884156729132,0.8775913404012577,0.41241254589002607
reg:squarederror,112,0.05008801558149121,4,0.8715201629973667,0.8430301950706138,4,0.051904106774940686,42,0.42319675926838185,0.06003862485609072,0.7627538385339276,0.753236518172902,0.7172887172887172,0.7345170056281168,0.835342002255949,0.04843194417224713,0.5317830206673697,0.8045454545454546,0.7978723404255319,0.7575757575757576,0.7772020725388601,0.8921167598853549,0.42319675926838185
reg:squarederror,108,0.07809595127147097,4,0.9370498987610087,0.8113628460148024,1,0.06880935219503681,42,0.4266361018576245,0.05966481888497771,0.7667161961367013,0.7624674882398607,0.716913341913342,0.737973580971795,0.838147207027029,0.050789910018585,0.5089873294183185,0.7848484848484848,0.7719298245614035,0.7407407407407407,0.7560137457044673,0.8800122436486073,0.4266361018576245
reg:squarederror,101,0.09459116739982101,4,0.9310499833636915,0.8205672790281461,1,0.011337757229397408,42,0.41605208551940337,0.060771770041233596,0.7632491332342743,0.7499403820512521,0.7272361647361647,0.737631539471657,0.8323365224777278,0.051415424213288166,0.5029401559715538,0.796969696969697,0.7820069204152249,0.7609427609427609,0.7713310580204779,0.878268451271206,0.41605208551940337
reg:squarederror,111,0.08188635502644702,4,0.9204585168555783,0.8088821896741308,3,0.03778583345443041,42,0.4235158393833192,0.05997866596472301,0.7597820703318474,0.749152751353858,0.7182271557271558,0.7326356086505945,0.8364744486329464,0.049833379942882575,0.5182346068163388,0.793939393939394,0.7804878048780488,0.7542087542087542,0.7671232876712328,0.8860320375471892,0.4235158393833192
reg:squarederror,107,0.0709704045296963,4,0.9126849970202734,0.8303774708606622,2,0.04888157487231661,42,0.4220954019415782,0.06012342150996683,0.7677067855373947,0.7625582982595837,0.7182271557271558,0.739305829112111,0.837570455855527,0.04989601905524404,0.5176290416985385,0.796969696969697,0.7800687285223368,0.7643097643097643,0.7721088435374149,0.8846128873677083,0.4220954019415782
reg:squarederror,124,0.07529451847469093,4,0.9398371026885474,0.818610763182251,2,0.059775390213123156,42,0.4207655639798927,0.06025687400712826,0.7582961862308073,0.7495873135472547,0.7117385242385242,0.72949700236074,0.8342099923113943,0.05012201137712978,0.5154442555183806,0.7803030303030303,0.7714285714285715,0.7272727272727273,0.7487001733102253,0.8824145959132186,0.4207655639798927
reg:squarederror,119,0.08625654953198815,4,0.9677702224832595,0.8087506499416659,1,0.02266914072220446,42,0.4194997629461445,0.06041866215040611,0.7568103021297672,0.7505909817228464,0.7053839553839554,0.7266531544867268,0.8350284650103027,0.050359948411100204,0.5131439935482894,0.7803030303030303,0.7794117647058824,0.7138047138047138,0.7451669595782073,0.8870894435632728,0.4194997629461445
reg:squarederror,115,0.06128914808967868,4,0.9485468974373501,0.839314966268123,3,0.08234366921469166,42,0.42482809405684113,0.059858131377660606,0.7667161961367013,0.7589286373507916,0.7212033462033461,0.738938845333803,0.8365630752308334,0.050921160903686834,0.5077184583455705,0.796969696969697,0.7942238267148014,0.7407407407407407,0.7665505226480837,0.882442422387326,0.42482809405684113
reg:squarederror,100,0.06996210397622421,4,0.916790914636417,0.825119471675119,3,0.03344287675939023,42,0.4171765615455123,0.06062425650716093,0.7612679544328875,0.7484946758862411,0.723991848991849,0.7356138855949608,0.8354561656388118,0.05053460595016619,0.5114554876095581,0.7878787878787878,0.7773851590106007,0.7407407407407407,0.7586206896551724,0.8838615725668066,0.4171765615455123
reg:squarederror,114,0.08166495213635584,4,0.8994454368055034,0.8879060769006133,1,0.01999735273261524,42,0.41456382883028814,0.060920532929992194,0.7582961862308073,0.7482232512777683,0.7138567138567139,0.7302274449017608,0.832556258404258,0.04951189136250139,0.521342605360867,0.793939393939394,0.7785467128027682,0.7575757575757576,0.7679180887372014,0.8853549266772407,0.41456382883028814
reg:squarederror,105,0.1077576620098252,4,0.9566026324726596,0.8006820481368572,2,0.07254491856518966,42,0.40697022962967155,0.061732907772501955,0.7558197127290738,0.7484462467157406,0.7049817674817674,0.725542477274345,0.8276311334801564,0.05135372422747639,0.5035366420609604,0.7984848484848485,0.8014705882352942,0.734006734006734,0.7662565905096661,0.884946805056998,0.40697022962967155
reg:squarederror,108,0.07832216567127792,4,0.9371080050165052,0.8219111937831106,1,0.06671811710283908,42,0.4264111136075484,0.05968205633384279,0.7612679544328875,0.7566274468448381,0.7086282711282711,0.731243809396687,0.8400526242220195,0.05128800895568461,0.5041719460236702,0.7954545454545454,0.7977941176470589,0.7306397306397306,0.7627416520210897,0.8807357319754013,0.4264111136075484
reg:squarederror,109,0.07703412274512755,4,0.9286926172460668,0.8116264804130009,1,0.05205167885642792,42,0.4238203119207314,0.05994274054477242,0.7617632491332342,0.7546646986568,0.7152509652509652,0.7334703705762147,0.8355368974101708,0.0508375041585805,0.5085272119309144,0.7893939393939394,0.7762237762237763,0.7474747474747475,0.7615780445969125,0.882683585162924,0.4238203119207314
reg:squarederror,107,0.08686922568992415,4,0.9850930524441913,0.8076567766281033,1,0.09687747125945612,42,0.4214848946928534,0.06022382958312116,0.7652303120356612,0.7574385056564162,0.7196214071214072,0.7372140538300261,0.8325724051384032,0.05044881191384147,0.5122849035089043,0.8,0.7956989247311828,0.7474747474747475,0.7708333333333334,0.885494059047778,0.4214848946928534
reg:squarederror,111,0.07485477840302909,4,0.9399788416356254,0.8152190851066725,1,0.06953729445556223,42,0.4230903065591695,0.06004008942930198,0.7627538385339276,0.7525518390956886,0.7221417846417846,0.7361748426574423,0.8376582395563261,0.05144800693739632,0.502625161706486,0.7924242424242425,0.7857142857142857,0.7407407407407407,0.7625649913344887,0.8839357764977599,0.4230903065591695
reg:squarederror,104,0.09877793004522543,4,0.908177140264768,0.8559045761082631,1,0.04146334610844155,42,0.41607131618604704,0.06076891504162816,0.7607726597325408,0.7450724248054102,0.7296224796224795,0.7367059612199697,0.8335207065701796,0.051905040634790844,0.498206777499438,0.7772727272727272,0.7640845070422535,0.7306397306397306,0.7469879518072289,0.8819971988016064,0.41607131618604704
reg:squarederror,95,0.0682130298627621,4,0.9507502716777081,0.8284617035408435,4,0.03146529489325718,42,0.42418228688636406,0.05992880586650539,0.7706785537394749,0.7611685820783638,0.7284159159159159,0.7439870783237127,0.8387657058740657,0.05007868561251183,0.5158631083846736,0.793939393939394,0.7906137184115524,0.7373737373737373,0.7630662020905923,0.8869039337358897,0.42418228688636406
reg:squarederror,100,0.08445905870229874,4,0.92194253316542,0.8712498876235296,1,0.061557220134404005,42,0.4173851209011486,0.0606181834854671,0.7553244180287271,0.7466182215633014,0.7086282711282711,0.7266853742912437,0.8332937960994853,0.05050686651903252,0.5117236592238881,0.793939393939394,0.7864768683274022,0.7441077441077442,0.7647058823529411,0.8865421895724926,0.4173851209011486
reg:squarederror,123,0.05529359294710823,4,0.9279344740093531,0.8060230595860169,3,0.11370882685967834,42,0.42472396795230605,0.05989224684272574,0.7677067855373947,0.7571896600842667,0.7280941655941656,0.7416445287173632,0.8369682559030763,0.04959567472246062,0.5205326277234026,0.8,0.8021978021978022,0.7373737373737373,0.7684210526315789,0.8924228511005371,0.42472396795230605
reg:squarederror,118,0.09328554821072214,6,0.9334060863413031,0.8180497402953711,2,0.04839339938573942,42,0.4083059605668405,0.061581151427390256,0.7597820703318474,0.7527746131587533,0.712945087945088,0.7312841189861837,0.8314164439586521,0.053202179785409705,0.48566665371838846,0.7712121212121212,0.7570422535211268,0.7239057239057239,0.7401032702237521,0.8755414568086745,0.4083059605668405
reg:squarederror,112,0.06345079190970282,5,0.9449824171708171,0.8325992470493145,3,0.008203575495664656,42,0.42496122124111063,0.05985326750911093,0.7691926696384348,0.7599487761898062,0.7287644787644787,0.743214822406841,0.8371773528391251,0.05166854911863413,0.5004930648914717,0.7909090909090909,0.7890909090909091,0.7306397306397306,0.7587412587412588,0.8839172255150216,0.42496122124111063
reg:squarederror,108,0.07842378667368884,4,0.9372032693188534,0.8243886190178707,1,0.06636208015203302,42,0.43029158353335556,0.0592766621515823,0.7657256067360079,0.7614942869861997,0.7145270270270271,0.7365572278718746,0.8397117557111929,0.050844510021630616,0.5084594825822168,0.7924242424242425,0.7857142857142857,0.7407407407407407,0.7625649913344887,0.8879891662260809,0.43029158353335556
reg:squarederror,103,0.08012318340437038,4,0.9362070531100264,0.8127554915738338,1,0.0790542954392197,42,0.4229410971005398,0.06005374999694923,0.7597820703318474,0.7528505601170322,0.7106123981123981,0.7300231342587642,0.8360614031019741,0.05114568820705838,0.5055478352669585,0.7833333333333333,0.7711267605633803,0.7373737373737373,0.7538726333907056,0.8823403919822652,0.4229410971005398
