objective,n_estimators,learning_rate,max_depth,subsample,colsample_bytree,min_child_weight,gamma,random_state,r2_fold,mse_fold,accuracy_fold,precision_fold,recall_fold,f1_fold,auc_fold,mse_test,r2_test,accuracy_test,precision_test,recall_test,f1_test,auc_test,mean_r2
reg:squarederror,109,0.0888433748154745,4,0.9618818411572849,0.8257018641253783,1,0.16129226701298868,42,0.414168816453377,0.06096888858460484,0.7518573551263001,0.7449603064145482,0.7002895752895754,0.7213381572801864,0.8304114090528191,0.04984792840577172,0.5180939592031919,0.7878787878787878,0.7854545454545454,0.7272727272727273,0.7552447552447552,0.8856424669096845,0.414168816453377
reg:squarederror,107,0.07253395938834688,4,0.9180408220153359,0.8369437849693512,1,0.04169210368138314,42,0.4245704916452317,0.059859860808682136,0.7696879643387815,0.7585528890209025,0.7327327327327328,0.744713593616415,0.8377674388367113,0.05010855798755834,0.5155743164840219,0.796969696969697,0.7859649122807018,0.7542087542087542,0.7697594501718213,0.8873769837957165,0.4245704916452317
reg:squarederror,116,0.08273812937203413,4,0.9233256567321374,0.8442140611537196,1,0.053812213496591155,42,0.4199386440811567,0.06033525122874298,0.7617632491332342,0.7554546729677822,0.7128646503646503,0.7328568100895145,0.8355926605184765,0.05029208985220809,0.5138000177903337,0.7924242424242425,0.7898550724637681,0.734006734006734,0.7609075043630017,0.8850395599706894,0.4199386440811567
reg:squarederror,114,0.07696496579569514,4,0.9098825453449934,0.8075205068923841,3,0.060996768923710254,42,0.4256654919746268,0.05975095860486541,0.763744427934621,0.7518955014413536,0.7261100386100385,0.738329292025789,0.8391693104933665,0.0506585860772242,0.5102569067641985,0.8045454545454546,0.802158273381295,0.7508417508417509,0.7756521739130435,0.8884436653031695,0.4256654919746268
reg:squarederror,121,0.06612564745588503,4,0.9311953201418967,0.81671899735026,1,0.08722012247559742,42,0.4282036870175722,0.05950639117264383,0.7696879643387815,0.7611599844765459,0.7291666666666666,0.7438072228957315,0.8382609377761838,0.04957311215214869,0.5207507519118484,0.7924242424242425,0.7857142857142857,0.7407407407407407,0.7625649913344887,0.8882674309671555,0.4282036870175722
reg:squarederror,137,0.06563709308853775,4,0.9297239873859955,0.8197050413265382,2,0.09130391225702982,42,0.4282214647254406,0.059522425580737115,0.7682020802377414,0.7628283884933551,0.7192192192192192,0.7396630050873271,0.8377251365458672,0.049573452581876995,0.5207474607993031,0.793939393939394,0.7824561403508772,0.7508417508417509,0.7663230240549829,0.8891207761731177,0.4282214647254406
reg:squarederror,138,0.05308216192840021,4,0.9008510556757027,0.8206555006532055,2,0.09572096510435674,42,0.43309884760777023,0.05899503161439463,0.7696879643387815,0.7611319225320313,0.7271021021021021,0.7430745978800578,0.8402876511121166,0.04998735018761487,0.5167460957906558,0.793939393939394,0.784452296819788,0.7474747474747475,0.7655172413793103,0.8852065188153343,0.43309884760777023
reg:squarederror,140,0.057660024290982284,4,0.8949507443887339,0.8293066333534278,2,0.09541257758948404,42,0.4303083060851473,0.05927173260238267,0.7657256067360079,0.7566900903335524,0.7225975975975976,0.7386438021446398,0.8419711635139345,0.04936968322863035,0.5227174058983144,0.8,0.7815699658703071,0.7710437710437711,0.7762711864406779,0.8907254361799817,0.4303083060851473
reg:squarederror,139,0.05806868495921265,4,0.8956489944379186,0.8455853723756185,2,0.1085250258307063,42,0.4310100434732518,0.05922920323747516,0.7701832590391282,0.7608932461873638,0.7290862290862291,0.7440790391235946,0.8400282348660534,0.05068603463751713,0.5099915471506824,0.7909090909090909,0.7849462365591398,0.7373737373737373,0.7604166666666666,0.8840656333769281,0.4310100434732518
reg:squarederror,143,0.0581605534432211,4,0.8887503033338725,0.8574517291459639,2,0.11020382293703816,42,0.4258832685647393,0.05975814887691252,0.7578008915304606,0.7508093925147589,0.7072340197340198,0.7279876384501499,0.8371506969046107,0.05026602485692039,0.5140520017560513,0.7833333333333333,0.7769784172661871,0.7272727272727273,0.7513043478260869,0.8850117334965821,0.4258832685647393
reg:squarederror,146,0.053822342584527526,4,0.864075844615028,0.8446579580471947,2,0.12155637891909037,42,0.4257061736634336,0.0597408017984151,0.7607726597325408,0.7533401970037698,0.7123283998283999,0.7318580647319505,0.836838448274292,0.050044538012471426,0.5161932311252664,0.7924242424242425,0.7836879432624113,0.7441077441077442,0.7633851468048359,0.8860784150040348,0.4257061736634336
reg:squarederror,136,0.05145057377660593,4,0.8410415475278334,0.8659703994496815,3,0.10205994936550533,42,0.43439188234849163,0.05885841454021897,0.7706785537394749,0.7610536712478461,0.7298101673101672,0.7444625450738208,0.8390127884717571,0.048979741419271174,0.5264871776721735,0.806060606060606,0.7964912280701755,0.7643097643097643,0.7800687285223368,0.8926083609279201,0.43439188234849163
reg:squarederror,136,0.05320001597888529,4,0.829450956821079,0.8672881627912978,2,0.10271021485434803,42,0.43505622251765647,0.05878946227817189,0.763744427934621,0.756322793386229,0.7155727155727156,0.7349708071115891,0.8415629278145906,0.04925748697867782,0.5238020658297512,0.7909090909090909,0.7789473684210526,0.7474747474747475,0.7628865979381443,0.8903636920165845,0.43505622251765647
reg:squarederror,136,0.0525659500423761,4,0.8523608607652825,0.8653441296239694,2,0.10314780281939462,42,0.43567254524846755,0.05872875216660228,0.7622585438335809,0.7560756477007723,0.7136690261690263,0.7333872893506662,0.8424419941354352,0.049795599015155956,0.5185998548392889,0.7909090909090909,0.7750865051903114,0.7542087542087542,0.764505119453925,0.8839543274804983,0.43567254524846755
reg:squarederror,135,0.052121761036791094,4,0.8433759176013462,0.869835124409304,2,0.1032306334323324,42,0.43782824071107224,0.058502862391299815,0.7642397226349678,0.76010289269144,0.7103442728442729,0.7335741043072002,0.840721749232442,0.048894423221990786,0.5273119933861712,0.803030303030303,0.7929824561403509,0.7609427609427609,0.7766323024054983,0.8911335578002244,0.43782824071107224
reg:squarederror,136,0.05170324369896207,4,0.8414233231114571,0.8661670858648247,2,0.13413726514049726,42,0.4337993609632977,0.05891488471666831,0.7711738484398216,0.7652227158806105,0.724447661947662,0.7434214518865924,0.8399406035367357,0.04894660469816178,0.5268075277165088,0.806060606060606,0.7964912280701755,0.7643097643097643,0.7800687285223368,0.8906790587231358,0.4337993609632977
reg:squarederror,133,0.05217575241225607,4,0.8397826507680091,0.8808060802389115,2,0.13546520463944384,42,0.43363311785249636,0.05896507104983204,0.767211490837048,0.7603459519744987,0.7198090948090948,0.7387897727740999,0.8373704988869216,0.04889716028835583,0.5272855327315851,0.7984848484848485,0.7907801418439716,0.7508417508417509,0.770293609671848,0.8914118225412991,0.43363311785249636
reg:squarederror,135,0.052785011870451745,4,0.8408188760324947,0.880125911191924,2,0.14538679644543254,42,0.42862281995520396,0.0594565253485666,0.7632491332342743,0.7543085407120494,0.7176909051909052,0.7349869167721371,0.8373734502929735,0.049524509397868184,0.5212206202019904,0.7984848484848485,0.7808219178082192,0.7676767676767676,0.7741935483870968,0.8858650787025443,0.42862281995520396
reg:squarederror,129,0.0515741138097954,4,0.8431565850806153,0.8665106310241348,2,0.13555859150942298,42,0.4332411132109542,0.05898413014225803,0.7686973749380881,0.7647949907772732,0.7166988416988418,0.7393846841241279,0.8389133384337008,0.04960788371150827,0.5204145970296054,0.8045454545454546,0.7937062937062938,0.7643097643097643,0.7787307032590052,0.8872935043733943,0.4332411132109542
reg:squarederror,130,0.05121734619976375,4,0.8397715645055758,0.8646197604203236,2,0.138895434968714,42,0.42840063376440146,0.05948205465684531,0.7691926696384348,0.7617618521419055,0.724447661947662,0.7421429134092307,0.8368275364080132,0.04920346190569812,0.5243243545156817,0.806060606060606,0.794425087108014,0.7676767676767676,0.7808219178082192,0.8923115452041072,0.42840063376440146
reg:squarederror,133,0.05420297925291726,4,0.8488237212806409,0.8737012396355001,2,0.12844242382728668,42,0.4280584610188507,0.05952336057640532,0.7632491332342743,0.7565151891773816,0.7147147147147148,0.7346398899632884,0.8364179067839664,0.04970719239354205,0.5194545279694414,0.8090909090909091,0.8064516129032258,0.7575757575757576,0.78125,0.8849839070224746,0.4280584610188507
reg:squarederror,128,0.06090459557557124,4,0.8315449133474515,0.8849804740569943,2,0.10292899251830215,42,0.4303730260414563,0.05925027848798381,0.7682020802377414,0.7594036830486814,0.725975975975976,0.741749390456287,0.8374924667708358,0.048443788027179004,0.5316685199163749,0.8015151515151515,0.7902097902097902,0.7609427609427609,0.7753001715265866,0.8937677973490645,0.4303730260414563
reg:squarederror,136,0.0500832843947645,4,0.8206362461127286,0.8965847045891133,2,0.1349447153907924,42,0.42877397265484785,0.059450823981246376,0.7573055968301139,0.751392413059729,0.7053839553839554,0.7269591612301697,0.8369162495326417,0.0497462332566863,0.5190770994906893,0.8045454545454546,0.802158273381295,0.7508417508417509,0.7756521739130435,0.8848633256346755,0.42877397265484785
reg:squarederror,141,0.05257876626158798,4,0.834839747533083,0.8671335022457548,2,0.11599972292675646,42,0.437228311117412,0.05856665215554458,0.7612679544328875,0.7530888909390141,0.7148487773487773,0.7329271187702034,0.8405251111974993,0.04944199730648746,0.5220183078200489,0.8045454545454546,0.8043478260869565,0.7474747474747475,0.774869109947644,0.8906419567576592,0.437228311117412
reg:squarederror,143,0.05254614842246822,4,0.8482217532304214,0.8676361595152179,2,0.16052202109672029,42,0.4345776589577038,0.05884591811072071,0.7691926696384348,0.7643973237822155,0.718951093951094,0.7406319086798333,0.8383620712869665,0.049623680850190206,0.520261877813349,0.8015151515151515,0.7964285714285714,0.7508417508417509,0.7729636048526863,0.8905213753698602,0.4345776589577038
reg:squarederror,142,0.05619608311691339,4,0.833904804014624,0.8663766347974493,2,0.16180702317464818,42,0.4369219232144366,0.05859040111056951,0.7612679544328875,0.7560398839360558,0.7079579579579579,0.7308340665018243,0.8409061313875599,0.049076579289866834,0.5255509952407176,0.8106060606060606,0.8071428571428572,0.7609427609427609,0.7833622183708839,0.8897051321293745,0.4369219232144366
reg:squarederror,142,0.06235983828438135,4,0.8318125531190607,0.8769926991459716,2,0.16173707656854563,42,0.4330881580532266,0.05897101786901201,0.7667161961367013,0.7602928314261174,0.7193532818532818,0.7385280038238337,0.8385221261321231,0.04798077010190349,0.5361447567896738,0.796969696969697,0.7900355871886121,0.7474747474747475,0.7681660899653979,0.8945376631327044,0.4330881580532266
